,lat,lon,school_index,max_children,q_children
1396,-16.3993,31.58749,1396,620,620
1397,-16.38803,31.85575,1397,620,620
1398,-16.08013,30.94401,1398,620,620
1399,-17.25218,31.64977,1399,620,620
1400,-16.41225,31.27635,1400,620,446
1401,-17.29739,31.34412,1401,620,620
1402,-16.15805,30.16033,1402,620,620
1403,-16.23656,30.45559,1403,620,620
1404,-16.09747,30.56892,1404,620,620
1405,-16.74325,30.715,1405,620,620
1406,-16.57994,30.45547,1406,620,620
1407,-16.13756,30.89328,1407,620,620
1408,-16.19688,30.97205,1408,620,620
1409,-16.7004,31.26186,1409,620,620
1410,-16.08889,30.6976,1410,620,620
1411,-16.34038,31.35841,1411,620,235
1412,-16.70738,32.73711,1412,620,620
1413,-17.15715,31.61096,1413,620,620
1414,-17.0092,31.42965,1414,620,620
1415,-16.56115,30.55218,1415,620,620
1416,-16.54097,30.40475,1416,620,620
1417,-16.79626,30.51035,1417,620,620
1418,-16.52888,30.37373,1418,620,620
1419,-16.5358,30.80227,1419,620,620
1420,-16.15781,31.04464,1420,620,620
1421,-16.51579,30.6962,1421,620,620
1422,-16.55638,31.69924,1422,620,620
1423,-16.63633,30.77215,1423,620,620
1424,-16.87093,31.26956,1424,620,620
1425,-16.90576,31.30713,1425,620,620
1426,-17.41038,31.37132,1426,620,620
1427,-17.31435,31.19161,1427,620,620
1428,-17.56266,31.33263,1428,620,620
1429,-17.32456,31.35911,1429,620,620
1430,-16.11138,31.25784,1430,620,264
1431,-16.18434,31.36124,1431,620,512
1432,-16.01591,31.1994,1432,620,361
1433,-16.19167,31.27493,1433,620,144
1434,-16.09753,30.56888,1434,620,620
1435,-16.22247,30.58908,1435,620,620
1436,-17.33106,31.36122,1436,620,620
1437,-17.25307,30.91477,1437,620,620
1438,-16.78966,31.04283,1438,620,620
1439,-17.62751,30.94105,1439,620,620
1440,-16.5417,30.62759,1440,620,620
1441,-16.40187,31.52623,1441,620,549
1442,-16.56161,32.05563,1442,620,620
1443,-16.48155,32.07393,1443,620,380
1444,-16.80255,30.95918,1444,620,620
1445,-16.13099,31.16495,1445,620,257
1446,-16.59,31.19374,1446,620,620
1447,-16.22303,31.22803,1447,620,278
1448,-16.6547,32.56686,1448,620,620
1449,-17.03018,30.84341,1449,620,620
1450,-16.64535,32.64475,1450,620,620
1451,-16.7461,32.1654,1451,620,620
1452,-16.50571,32.14545,1452,620,345
1453,-17.37658,31.02267,1453,620,620
1454,-17.57346,30.81286,1454,620,620
1455,-17.42651,30.82287,1455,620,620
1456,-17.27537,30.803,1456,620,620
1457,-16.8985,31.01772,1457,620,620
1458,-17.09748,30.87913,1458,620,620
1459,-17.31781,31.06131,1459,620,620
1460,-17.30037,30.91744,1460,620,620
1461,-17.09747,30.87913,1461,620,620
1462,-17.32024,30.98815,1462,620,620
1463,-17.34606,30.84624,1463,620,620
1464,-17.07141,30.77662,1464,620,620
1465,-17.28859,31.05456,1465,620,620
1466,-17.0566,31.02782,1466,620,620
1467,-17.18424,30.92055,1467,620,620
1468,-17.36766,30.70407,1468,620,620
1469,-17.23202,30.86514,1469,620,620
1470,-17.60478,30.87172,1470,620,620
1471,-17.29274,30.86314,1471,620,620
1472,-16.85072,31.04902,1472,620,620
1473,-17.55693,30.69355,1473,620,620
1474,-17.64583,30.85959,1474,620,620
1475,-16.9632,30.89884,1475,620,620
1476,-17.35563,31.0914,1476,620,620
1477,-17.4334,30.85494,1477,620,620
1478,-17.3546,31.00923,1478,620,620
1479,-17.32756,30.69556,1479,620,620
1480,-16.51941,32.33548,1480,620,402
1481,-16.52243,32.4232,1481,620,460
1482,-16.969,30.58247,1482,620,620
1483,-16.87374,30.5515,1483,620,620
1484,-17.00077,30.59757,1484,620,620
1485,-17.00094,30.5576,1485,620,620
1486,-16.75686,30.8544,1486,620,620
1487,-16.60107,30.60155,1487,620,620
1488,-16.94063,30.53937,1488,620,620
1489,-16.49216,30.72361,1489,620,620
1490,-16.61093,30.7929,1490,620,620
1491,-16.92436,30.61628,1491,620,620
1492,-18.50206,31.20415,1492,620,620
1493,-16.73136,31.19008,1493,620,620
1494,-16.24775,31.39118,1494,620,386
1495,-16.50445,31.20276,1495,620,620
1496,-16.08548,31.3399,1496,620,405
1497,-16.26298,31.33345,1497,620,172
1498,-16.77386,31.12341,1498,620,620
1499,-16.00816,31.15195,1499,620,398
1500,-16.39763,31.34566,1500,620,408
1501,-16.14016,31.21618,1501,620,194
1502,-16.43623,31.39983,1502,620,176
1503,-16.62988,30.97863,1503,620,620
1504,-16.36645,31.26038,1504,620,470
1505,-16.17545,31.31823,1505,620,164
1506,-16.60711,31.1488,1506,620,620
1507,-16.20883,31.16233,1507,620,290
1508,-16.774,30.98895,1508,620,620
1509,-16.30723,31.1733,1509,620,393
1510,-16.64718,31.2726,1510,620,620
1511,-16.69656,31.0603,1511,620,620
1512,-16.68213,31.1295,1512,620,620
1513,-16.60092,31.35106,1513,620,620
1514,-16.38892,31.435,1514,620,291
1515,-16.703,31.33417,1515,620,620
1516,-16.23565,31.28003,1516,620,127
1517,-16.49087,31.60288,1517,620,620
1518,-16.87253,31.53705,1518,620,620
1519,-17.40689,31.59351,1519,620,620
1520,-17.32003,31.50983,1520,620,620
1521,-16.89858,31.62438,1521,620,620
1522,-17.1012,31.4576,1522,620,620
1523,-16.97001,30.71588,1523,620,620
1524,-17.09694,31.58451,1524,620,620
1525,-17.18135,31.15442,1525,620,620
1526,-17.08626,30.9839,1526,620,620
1527,-16.76456,31.6539,1527,620,620
1528,-16.44781,32.11571,1528,620,186
1529,-16.02113,31.05745,1529,620,620
1530,-16.10696,30.41551,1530,620,620
1531,-17.08388,31.52791,1531,620,620
1532,-16.86793,31.38848,1532,620,620
1533,-17.4618,31.45271,1533,620,620
1534,-16.03898,30.39495,1534,620,620
1535,-16.27695,30.66921,1535,620,620
1536,-16.2518,30.96009,1536,620,620
1537,-17.25915,31.51967,1537,620,620
1538,-16.56651,32.54858,1538,620,433
1539,-17.22032,31.1554,1539,620,620
1540,-17.19156,31.39278,1540,620,620
1541,-17.00955,31.33011,1541,620,620
1542,-16.9906,31.24752,1542,620,620
1543,-16.64723,32.4937,1543,620,620
1544,-17.44578,30.79879,1544,620,620
1545,-16.48755,32.22718,1545,620,503
1546,-16.02626,31.2579,1546,620,371
1547,-17.15421,31.16815,1547,620,620
1548,-17.86145,31.93762,1548,620,620
1549,-19.09085,31.30695,1549,620,620
1550,-18.73566,31.78467,1550,620,620
1551,-18.10189,31.6542,1551,620,620
1552,-17.9268,30.97071,1552,620,620
1553,-17.64842,31.79387,1553,620,620
1554,-17.42163,32.01941,1554,620,620
1555,-18.15243,31.45888,1555,620,620
1556,-18.1773,31.56515,1556,620,620
1557,-17.78896,31.22738,1557,620,620
1558,-17.52057,31.25184,1558,620,620
1559,-18.73035,31.6857,1559,620,620
1560,-17.75045,31.58329,1560,620,620
1561,-18.19826,31.5341,1561,620,620
1562,-18.61222,31.55346,1562,620,620
1563,-18.82835,31.44315,1563,620,620
1564,-18.26273,31.38175,1564,620,620
1565,-18.14751,31.84677,1565,620,620
1566,-17.83895,29.80184,1566,620,620
1567,-17.90392,31.28415,1567,620,620
1568,-18.17156,31.56018,1568,620,620
1569,-18.07365,31.3485,1569,620,620
1570,-17.73518,31.31224,1570,620,620
1571,-17.6682,31.26248,1571,620,620
1572,-17.68783,31.31096,1572,620,620
1573,-18.05176,31.98223,1573,620,620
1574,-17.6641,31.97846,1574,620,620
1575,-17.57346,31.79966,1575,620,620
1576,-17.40411,31.79313,1576,620,620
1577,-19.0083,31.67982,1577,620,620
1578,-18.93883,31.59335,1578,620,620
1579,-18.95816,31.50937,1579,620,620
1580,-18.94165,31.35678,1580,620,620
1581,-18.94764,31.45931,1581,620,620
1582,-19.00753,31.2428,1582,620,620
1583,-18.86386,31.04338,1583,620,620
1584,-18.84263,30.9082,1584,620,620
1585,-19.0343,31.33878,1585,620,620
1586,-19.06214,31.51605,1586,620,620
1587,-19.06169,31.47165,1587,620,620
1588,-19.03442,31.56139,1588,620,620
1589,-18.9015,31.00583,1589,620,620
1590,-18.98716,31.52922,1590,620,620
1591,-19.00816,31.40346,1591,620,620
1592,-19.01803,31.6292,1592,620,620
1593,-18.95098,30.95553,1593,620,620
1594,-18.83861,31.60607,1594,620,620
1595,-19.07369,31.05896,1595,620,620
1596,-18.72605,31.75081,1596,620,620
1597,-18.81845,31.82575,1597,620,620
1598,-18.94277,31.7183,1598,620,620
1599,-18.91234,31.86017,1599,620,620
1600,-18.87064,31.71968,1600,620,620
1601,-18.84486,31.80568,1601,620,620
1602,-18.79627,31.66426,1602,620,620
1603,-18.82306,31.89556,1603,620,620
1604,-18.77518,31.81843,1604,620,620
1605,-18.68873,31.77376,1605,620,620
1606,-18.76842,31.87812,1606,620,620
1607,-17.51323,31.56151,1607,620,620
1608,-17.82941,31.96458,1608,620,620
1609,-17.87586,31.64853,1609,620,620
1610,-17.42033,31.68212,1610,620,620
1611,-17.59666,31.52071,1611,620,620
1612,-17.89218,31.70309,1612,620,620
1613,-18.37461,31.7132,1613,620,620
1614,-17.75228,31.19701,1614,620,620
1615,-17.81173,31.69831,1615,620,620
1616,-17.6798,31.75581,1616,620,620
1617,-17.49865,31.61524,1617,620,620
1618,-17.9333,31.72654,1618,620,620
1619,-18.35575,31.1582,1619,620,620
1620,-18.24121,31.24245,1620,620,620
1621,-18.18276,31.24794,1621,620,620
1622,-18.168,31.15852,1622,620,620
1623,-18.32017,31.17393,1623,620,620
1624,-19.11466,31.5249,1624,620,620
1625,-19.00893,31.22443,1625,620,620
1626,-19.07906,31.11148,1626,620,620
1627,-19.0662,31.14808,1627,620,620
1628,-19.0404,31.16073,1628,620,620
1629,-19.09246,31.26068,1629,620,620
1630,-18.13637,31.84265,1630,620,620
1631,-17.69533,31.9352,1631,620,620
1632,-17.74431,31.93913,1632,620,620
1633,-17.71611,31.8002,1633,620,620
1634,-17.80931,32.01643,1634,620,620
1635,-17.62595,31.73518,1635,620,620
1636,-17.71293,31.98508,1636,620,620
1637,-17.62145,31.6264,1637,620,620
1638,-17.57401,31.66849,1638,620,620
1639,-17.50078,31.6786,1639,620,620
1640,-17.53273,31.78673,1640,620,620
1641,-17.78598,31.7436,1641,620,620
1642,-17.52788,31.74236,1642,620,620
1643,-17.74835,31.68083,1643,620,620
1644,-17.75597,32.01185,1644,620,620
1645,-17.8018,32.04728,1645,620,620
1646,-17.74618,32.06048,1646,620,620
1647,-17.8242,31.64813,1647,620,620
1648,-17.49146,31.6441,1648,620,620
1649,-17.68277,31.88429,1649,620,620
1650,-17.44466,31.64536,1650,620,620
1651,-17.89651,31.75215,1651,620,620
1652,-17.63145,31.56652,1652,620,620
1653,-17.91595,31.67558,1653,620,620
1654,-17.69215,31.66493,1654,620,620
1655,-17.48516,31.73465,1655,620,620
1656,-17.69701,31.93341,1656,620,620
1657,-17.76816,31.90006,1657,620,620
1658,-17.67428,31.83763,1658,620,620
1659,-17.63001,31.77741,1659,620,620
1660,-17.80854,31.9153,1660,620,620
1661,-17.35478,32.4607,1661,620,620
1662,-17.37935,32.2891,1662,620,620
1663,-17.22419,32.36133,1663,620,620
1664,-17.26544,32.31371,1664,620,620
1665,-17.28016,32.47213,1665,620,620
1666,-17.26868,32.37146,1666,620,620
1667,-17.39791,32.22813,1667,620,620
1668,-17.37967,32.17548,1668,620,620
1669,-17.35926,32.20607,1669,620,620
1670,-17.33366,32.34353,1670,620,620
1671,-17.20555,32.78903,1671,620,620
1672,-17.39052,32.14554,1672,620,620
1673,-17.34872,32.35214,1673,620,620
1674,-17.13421,32.3843,1674,620,620
1675,-17.24515,32.42584,1675,620,620
1676,-17.14753,32.31477,1676,620,620
1677,-17.12034,32.25332,1677,620,620
1678,-17.215,32.21066,1678,620,620
1679,-17.29386,32.28645,1679,620,620
1680,-17.07964,32.33693,1680,620,620
1681,-17.05198,32.26113,1681,620,620
1682,-17.18042,32.26275,1682,620,620
1683,-17.20564,32.28297,1683,620,620
1684,-17.32868,32.43774,1684,620,620
1685,-17.44968,31.78458,1685,620,620
1686,-17.29296,32.12625,1686,620,620
1687,-17.18169,32.15013,1687,620,408
1688,-17.36935,31.82107,1688,620,620
1689,-17.3679,31.89291,1689,620,620
1690,-17.27698,31.82326,1690,620,620
1691,-17.36721,31.95385,1691,620,620
1692,-17.41609,31.97177,1692,620,620
1693,-17.39208,32.10421,1693,620,620
1694,-16.90813,30.1533,1694,620,620
1695,-17.31055,31.93628,1695,620,620
1696,-17.12096,31.98266,1696,620,620
1697,-17.01316,32.03776,1697,620,620
1698,-17.2094,31.84723,1698,620,620
1699,-16.88167,32.09435,1699,620,620
1700,-17.3855,31.73626,1700,620,620
1701,-17.32248,31.86644,1701,620,620
1702,-17.23143,32.10455,1702,620,620
1703,-17.2192,31.92376,1703,620,620
1704,-16.8568,32.26013,1704,620,620
1705,-17.38762,32.06994,1705,620,620
1706,-16.81835,32.88791,1706,620,620
1707,-16.89686,32.17814,1707,620,494
1708,-17.31541,32.01555,1708,620,620
1709,-17.4198,31.83643,1709,620,620
1710,-17.01316,32.07263,1710,620,620
1711,-17.12055,32.15197,1711,620,620
1712,-17.233,32.4915,1712,620,620
1713,-17.17848,32.392,1713,620,620
1714,-17.44392,32.38828,1714,620,620
1715,-16.83816,32.76206,1715,620,620
1716,-17.13765,30.08588,1716,620,620
1717,-17.40729,32.38132,1717,620,620
1718,-16.99702,32.275,1718,620,620
1719,-17.37411,32.48403,1719,620,620
1720,-17.41756,29.55679,1720,620,620
1721,-18.15581,31.22953,1721,620,620
1722,-18.06168,31.16681,1722,620,620
1723,-18.03115,31.17923,1723,620,620
1724,-17.77437,31.23497,1724,620,620
1725,-18.26687,31.10345,1725,620,620
1726,-17.77916,31.31636,1726,620,620
1727,-18.16474,31.1513,1727,620,620
1728,-18.26307,31.25079,1728,620,620
1729,-19.00605,31.18325,1729,620,620
1730,-19.1233,31.12451,1730,620,620
1731,-19.09171,31.40307,1731,620,620
1732,-19.1192,31.09205,1732,620,620
1733,-18.96046,31.17423,1733,620,620
1734,-19.14702,31.50436,1734,620,620
1735,-17.56753,31.17572,1735,620,620
1736,-17.48018,31.17073,1736,620,620
1737,-17.51337,31.15851,1737,620,620
1738,-17.51303,31.22322,1738,620,620
1739,-17.56576,31.22198,1739,620,620
1740,-17.50473,31.28036,1740,620,620
1741,-17.5541,31.11187,1741,620,620
1742,-18.78457,31.7409,1742,620,620
1743,-18.89625,31.74911,1743,620,620
1744,-18.99715,31.79983,1744,620,620
1745,-18.96371,31.7047,1745,620,620
1746,-18.63668,31.69906,1746,620,620
1747,-18.74571,31.60866,1747,620,620
1748,-19.02699,31.82989,1748,620,620
1749,-18.35068,31.74169,1749,620,620
1750,-16.96809,32.17488,1750,620,620
1751,-17.61781,31.86246,1751,620,620
1752,-17.71183,31.62645,1752,620,620
1753,-17.5818,31.57453,1753,620,620
1754,-17.5593,31.48433,1754,620,620
1755,-17.68133,31.55598,1755,620,620
1756,-17.77716,31.56363,1756,620,620
1757,-17.76908,31.4842,1757,620,620
1758,-17.73423,31.56444,1758,620,620
1759,-17.80596,31.60018,1759,620,620
1760,-17.82244,31.75873,1760,620,620
1761,-17.56181,31.5463,1761,620,620
1762,-17.63253,31.4412,1762,620,620
1763,-17.77743,31.6433,1763,620,620
1764,-17.88614,31.57081,1764,620,620
1765,-17.91803,31.53503,1765,620,620
1766,-17.51168,31.77638,1766,620,620
1767,-17.77375,31.97331,1767,620,620
1768,-17.85155,31.49232,1768,620,620
1769,-17.71653,31.72973,1769,620,620
1770,-17.38786,31.70786,1770,620,620
1771,-17.83737,31.36261,1771,620,620
1772,-18.08276,31.22066,1772,620,620
1773,-17.61001,31.20098,1773,620,620
1774,-17.5496,31.1507,1774,620,620
1775,-18.12573,31.26941,1775,620,620
1776,-17.6185,31.15187,1776,620,620
1777,-17.87611,31.52066,1777,620,620
1778,-17.62846,31.27528,1778,620,620
1779,-17.5912,31.26418,1779,620,620
1780,-17.81912,31.5173,1780,620,620
1781,-17.49976,31.14315,1781,620,620
1782,-17.69043,31.15342,1782,620,620
1783,-18.98505,31.922,1783,620,620
1784,-18.68676,31.57046,1784,620,620
1785,-18.79157,31.542,1785,620,620
1786,-18.69231,31.68463,1786,620,620
1787,-18.64718,31.61557,1787,620,620
1788,-18.64224,31.65217,1788,620,620
1789,-18.74429,31.53925,1789,620,620
1790,-18.35112,31.68638,1790,620,620
1791,-18.6685,31.73441,1791,620,620
1792,-18.31505,31.65313,1792,620,620
1793,-18.69119,31.61617,1793,620,620
1794,-18.9547,31.8768,1794,620,620
1795,-18.7704,31.49012,1795,620,620
1796,-18.82328,31.71691,1796,620,620
1797,-18.90911,31.68778,1797,620,620
1798,-18.12265,31.17825,1798,620,620
1799,-18.04443,31.12998,1799,620,620
1800,-18.06826,31.08604,1800,620,620
1801,-17.5834,31.15325,1801,620,620
1802,-18.05165,31.18756,1802,620,620
1803,-17.59045,31.18043,1803,620,620
1804,-17.64521,31.5241,1804,620,620
1805,-17.62478,31.485,1805,620,620
1806,-17.52468,31.5257,1806,620,620
1807,-17.67824,31.48747,1807,620,620
1808,-17.47701,31.58148,1808,620,620
1809,-18.10176,31.13825,1809,620,620
1810,-19.10903,31.19963,1810,620,620
1811,-19.01588,31.25326,1811,620,620
1812,-19.03677,31.45125,1812,620,620
1813,-18.98066,31.3469,1813,620,620
1814,-18.87142,31.5675,1814,620,620
1815,-18.95846,31.50144,1815,620,620
1816,-19.15895,30.836,1816,620,620
1817,-18.95025,31.3161,1817,620,620
1818,-18.84787,31.50145,1818,620,620
1819,-19.04306,31.11713,1819,620,620
1820,-18.76675,31.39808,1820,620,620
1821,-18.90609,31.4195,1821,620,620
1822,-18.98398,31.44306,1822,620,620
1823,-18.80591,31.02943,1823,620,620
1824,-18.76914,31.40986,1824,620,620
1825,-18.88005,31.46163,1825,620,620
1826,-18.79263,31.49209,1826,620,620
1827,-19.03134,31.25634,1827,620,620
1828,-19.04955,31.36076,1828,620,620
1829,-18.86812,31.39832,1829,620,620
1830,-18.81717,31.38947,1830,620,620
1831,-18.85516,30.97458,1831,620,620
1832,-19.08993,31.45839,1832,620,620
1833,-19.00073,31.58628,1833,620,620
1834,-18.826,31.5609,1834,620,620
1835,-18.9799,31.28318,1835,620,620
1836,-19.02171,31.50616,1836,620,620
1837,-18.87577,31.60204,1837,620,620
1838,-18.24703,31.14249,1838,620,620
1839,-18.27697,31.15081,1839,620,620
1840,-18.31576,31.04821,1840,620,620
1841,-18.23711,31.28478,1841,620,620
1842,-18.20266,31.11678,1842,620,620
1843,-18.28655,31.06764,1843,620,620
1844,-18.34098,31.1113,1844,620,620
1845,-18.3039,31.15533,1845,620,620
1846,-18.34051,31.28717,1846,620,620
1847,-18.19719,31.30427,1847,620,620
1848,-18.31288,31.31808,1848,620,620
1849,-18.35973,31.23265,1849,620,620
1850,-18.29179,31.26614,1850,620,620
1851,-18.28425,31.22138,1851,620,620
1852,-18.16783,31.32239,1852,620,620
1853,-18.2056,31.21673,1853,620,620
1854,-18.21976,31.18697,1854,620,620
1855,-18.39745,31.1483,1855,620,620
1856,-18.4009,31.23123,1856,620,620
1857,-18.27745,31.01518,1857,620,620
1858,-18.90778,31.81579,1858,620,620
1859,-17.86511,31.36135,1859,620,620
1860,-17.60307,31.14761,1860,620,620
1861,-18.18013,31.49491,1861,620,620
1862,-18.1777,31.63405,1862,620,620
1863,-18.23992,31.55521,1863,620,620
1864,-18.3031,31.30311,1864,620,620
1865,-17.99318,31.43353,1865,620,620
1866,-18.10079,30.78595,1866,620,620
1867,-17.5295,31.8738,1867,620,620
1868,-18.16222,30.76699,1868,620,620
1869,-18.8277,31.0836,1869,620,620
1870,-17.5521,31.89448,1870,620,620
1871,-18.154,31.1742,1871,620,620
1872,-18.96332,31.75191,1872,620,620
1873,-17.04913,31.91351,1873,620,620
1874,-18.21797,31.34669,1874,620,620
1875,-18.89712,31.91025,1875,620,620
1876,-17.35778,32.39004,1876,620,620
1877,-19.05544,31.85608,1877,620,620
1878,-18.8324,31.65685,1878,620,620
1879,-18.39461,31.69781,1879,620,620
1880,-18.06962,31.55603,1880,620,620
1881,-17.66958,31.41348,1881,620,620
1882,-17.43084,32.13424,1882,620,620
1883,-19.00754,31.89411,1883,620,620
1884,-17.08878,32.62831,1884,620,620
1885,-18.90918,31.61934,1885,620,620
1886,-17.44778,32.0778,1886,620,620
1887,-17.15588,31.85715,1887,620,620
1888,-19.10312,31.20179,1888,620,620
1889,-17.32276,31.81195,1889,620,620
1890,-17.90996,31.48498,1890,620,620
1891,-18.25478,31.32805,1891,620,620
1892,-18.99283,30.88574,1892,620,620
1893,-17.03627,32.5603,1893,620,620
1894,-16.91893,32.5785,1894,620,620
1895,-17.00263,32.42099,1895,620,620
1896,-17.21692,32.71284,1896,620,620
1897,-18.85368,31.83381,1897,620,620
1898,-17.2001,32.9265,1898,620,620
1899,-17.18388,32.82845,1899,620,620
1900,-17.32224,32.24783,1900,620,620
1901,-16.9216,32.51865,1901,620,620
1902,-17.18387,32.86873,1902,620,620
1903,-17.00553,31.97883,1903,620,620
1904,-17.0822,32.49566,1904,620,620
1905,-17.54888,32.42495,1905,620,620
1906,-18.1775,31.42996,1906,620,620
1907,-17.2613,32.24958,1907,620,620
1908,-18.88423,31.2516,1908,620,620
1909,-19.178,31.1561,1909,620,620
1910,-17.46827,32.24862,1910,620,620
1911,-18.95751,31.1044,1911,620,620
1912,-18.78208,31.19336,1912,620,620
1913,-19.16871,31.02417,1913,620,620
1914,-18.8829,31.28067,1914,620,620
1915,-18.86084,31.1337,1915,620,620
1916,-18.7084,31.26685,1916,620,620
1917,-18.20137,31.0882,1917,620,620
1918,-18.19221,31.37628,1918,620,620
1919,-17.82098,31.55553,1919,620,620
1920,-16.93161,32.1585,1920,620,620
1921,-17.5158,32.35529,1921,620,620
1922,-17.32672,32.49133,1922,620,620
1923,-17.28617,32.55822,1923,620,620
1924,-16.95611,32.83438,1924,620,620
1925,-16.91342,32.41794,1925,620,620
1926,-19.0084,31.7498,1926,620,620
1927,-18.47326,31.62555,1927,620,620
1928,-17.88619,31.91604,1928,620,620
1929,-17.99385,31.50123,1929,620,620
1930,-19.14311,31.2276,1930,620,620
1931,-18.42074,31.81096,1931,620,620
1932,-18.87674,31.11338,1932,620,620
1933,-18.80991,31.25303,1933,620,620
1934,-16.78103,32.45727,1934,620,620
1935,-17.12829,32.0263,1935,620,620
1936,-17.01488,32.15855,1936,620,620
1937,-17.27178,32.1904,1937,620,426
1938,-17.61798,32.43234,1938,620,620
1939,-17.08248,31.93186,1939,620,620
1940,-16.85205,32.26201,1940,620,620
1941,-16.85109,32.51563,1941,620,620
1942,-17.13925,32.45915,1942,620,620
1943,-17.17345,32.62828,1943,620,620
1944,-18.85561,31.89049,1944,620,620
1945,-18.98288,31.18553,1945,620,620
1946,-18.97968,31.22818,1946,620,620
1947,-18.71921,31.51499,1947,620,620
1948,-16.95036,32.71291,1948,620,620
1949,-17.22359,32.56812,1949,620,620
1950,-17.04305,32.22218,1950,620,620
1951,-17.25886,31.85663,1951,620,620
1952,-17.45968,31.86163,1952,620,620
1953,-17.1286,31.84721,1953,620,620
1954,-18.72248,31.20925,1954,620,620
1955,-18.79167,31.33228,1955,620,620
1956,-17.249,31.98744,1956,620,620
1957,-17.34731,31.77383,1957,620,620
1958,-18.65103,31.30518,1958,620,620
1959,-19.06638,31.31264,1959,620,620
1960,-18.66563,31.35228,1960,620,620
1961,-18.51932,31.00987,1961,620,620
1962,-17.53475,31.17231,1962,620,620
1963,-17.76894,31.79845,1963,620,620
1964,-17.92336,31.2985,1964,620,620
1965,-17.93165,30.9282,1965,620,620
1966,-18.32863,31.46576,1966,620,620
1967,-17.89467,31.25563,1967,620,620
1968,-18.38155,31.61268,1968,620,620
1969,-17.73001,31.25335,1969,620,620
1970,-17.70653,31.25746,1970,620,620
1971,-17.66282,31.22283,1971,620,620
1972,-17.23655,32.65375,1972,620,620
1973,-17.14277,32.10863,1973,620,405
1974,-18.59875,31.37407,1974,620,620
1975,-18.46238,31.51001,1975,620,620
1976,-18.15943,31.58692,1976,620,620
1977,-18.38176,31.61196,1977,620,620
1978,-17.83268,31.25993,1978,620,620
1979,-16.90733,32.63615,1979,620,620
1980,-16.9729,32.74866,1980,620,620
1981,-17.28011,32.60656,1981,620,620
1982,-18.24513,30.85241,1982,620,620
1983,-18.25501,31.64593,1983,620,620
1984,-18.2222,31.55967,1984,620,620
1985,-18.01643,31.64015,1985,620,620
1986,-17.39093,32.01893,1986,620,620
1987,-18.17425,31.27612,1987,620,620
1988,-18.3771,31.48155,1988,620,620
1989,-16.88668,32.74961,1989,620,620
1990,-17.02991,32.05451,1990,620,620
1991,-18.44515,31.32339,1991,620,620
1992,-18.92589,31.50255,1992,620,620
1993,-18.1544,31.67275,1993,620,620
1994,-18.14604,31.30747,1994,620,620
1995,-17.96833,31.61713,1995,620,620
1996,-19.01217,31.96468,1996,620,620
1997,-18.3221,31.84701,1997,620,620
1998,-17.89117,31.42303,1998,620,620
1999,-18.33212,31.53873,1999,620,620
2000,-18.14466,31.45933,2000,620,620
2001,-17.99545,30.8836,2001,620,620
2002,-18.01084,31.33442,2002,620,620
2003,-18.24959,31.53242,2003,620,620
2004,-18.44683,31.6876,2004,620,620
2005,-19.11866,31.02808,2005,620,620
2006,-17.73875,31.56168,2006,620,620
2007,-18.18259,31.73457,2007,620,620
2008,-18.4414,30.89581,2008,620,620
2009,-17.78316,31.33905,2009,620,620
2010,-18.00126,31.83883,2010,620,620
2011,-16.89218,32.13631,2011,620,620
2012,-18.03945,31.51925,2012,620,620
2013,-18.0466,30.83872,2013,620,620
2014,-17.36636,32.61111,2014,620,620
2015,-17.27299,32.22491,2015,620,343
2016,-17.13416,32.54832,2016,620,620
2017,-17.1165,32.7052,2017,620,620
2018,-16.98795,32.57414,2018,620,620
2019,-16.97626,32.67083,2019,620,620
2020,-17.03583,32.3014,2020,620,620
2021,-16.95913,32.35913,2021,620,620
2022,-17.0729,32.7788,2022,620,620
2023,-17.28981,32.08456,2023,620,620
2024,-18.20235,31.54313,2024,620,620
2025,-17.94815,31.34343,2025,620,620
2026,-16.90953,32.25493,2026,620,620
2027,-18.01796,31.87605,2027,620,620
2028,-17.89889,32.03752,2028,620,620
2029,-16.81945,32.31136,2029,620,620
2030,-18.11097,31.56369,2030,620,620
2031,-16.89491,32.06077,2031,620,620
2032,-17.6141,32.23329,2032,620,620
2033,-17.66812,32.32249,2033,620,620
2034,-17.58324,32.29286,2034,620,620
2035,-17.62737,32.36054,2035,620,620
2036,-17.68756,31.29035,2036,620,620
2037,-17.092,32.13013,2037,620,620
2038,-17.95434,31.18241,2038,620,620
2039,-18.76445,31.47912,2039,620,620
2040,-17.82617,32.12001,2040,620,620
2041,-17.04544,32.50395,2041,620,620
2042,-16.7434,32.80501,2042,620,620
2043,-17.49233,32.00726,2043,620,620
2044,-17.70443,32.25992,2044,620,620
2045,-17.46774,32.18214,2045,620,620
2046,-17.58496,31.99798,2046,620,620
2047,-17.63026,32.08863,2047,620,620
2048,-17.61114,32.01301,2048,620,620
2049,-17.68923,32.05677,2049,620,620
2050,-17.52117,31.91214,2050,620,620
2051,-17.56984,32.14426,2051,620,620
2052,-17.49375,31.96231,2052,620,620
2053,-17.53944,32.0769,2053,620,620
2054,-17.58968,31.9344,2054,620,620
2055,-17.67061,32.12978,2055,620,620
2056,-17.45467,31.91177,2056,620,620
2057,-18.06227,30.90894,2057,620,620
2058,-19.01066,31.0555,2058,620,620
2059,-19.19193,31.10151,2059,620,620
2060,-17.56826,32.20913,2060,620,620
2061,-17.64601,32.17451,2061,620,620
