,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
3609,10992,CHIKWALAKWALA,Masvingo,Primary,Mwenezi,P3,-21.076361914119815,30.47313457508359
2919,10178,VINGA ,Masvingo,Primary,Mwenezi,P3,-21.094201914119814,30.20033457508359
5319,16641,CHEBVUTE,Midlands,Primary,Mberengwa,P3,-20.824851914119815,29.85779457508359
5254,16574,SENGEZI,Midlands,Primary,Kwekwe,P3,-18.545441914119813,29.38963457508359
70,1082,NHARIRA,Harare,Primary,Mbare Hatfield,P3,-17.872381914119813,31.02166457508359
474,2483,NHARIRA,Manicaland,Primary,Mutare,P3,-19.294541914119815,32.241904575083595
3917,12302,GUNDWANE,Matabeleland North,Primary,Lupane,P3,-18.635591914119814,27.442514575083592
1253,4302,LUCKNOW ,Mashonaland Central,Primary,Mazowe,P3,-17.127501914119815,30.83754457508359
4611,14312,FUMUGWE,Matabeleland South,Primary,Matobo,P3,-20.664221914119814,28.24203457508359
833,2870,GUTAURARE,Manicaland,Primary,Mutare,P3,-19.379341914119813,32.587354575083594
387,2371,MARUME ,Manicaland,Primary,Buhera,P3,-19.298191914119812,31.450304575083592
3279,10617,MBIRASHAVA,Masvingo,Primary,Bikita,P3,-20.027101914119815,31.73201457508359
2537,8484,KETSANGA,Mashonaland West,Primary,Hurungwe,P3,-16.586261914119813,29.85361457508359
5624,17958,GUMA RANGE,Midlands,Primary,Gweru,P3,-19.347871914119814,29.89337457508359
1334,4399,CHAPINDUKA,Mashonaland Central,Primary,Rushinga,P3,-16.671451914119814,32.579494575083594
977,3036,MOODIESVILLE,Manicaland,Primary,Makoni,P3,-18.382921914119812,32.049744575083594
1719,6394,CHIMOYO,Mashonaland East,Primary,Mutoko,P3,-17.377211914119815,32.46966457508359
1304,4369,RUSUNUNGUKO,Mashonaland Central,Primary,Shamva,P3,-17.078291914119813,31.42021457508359
2841,9063,CHEMBIZI,Mashonaland West,Primary,Hurungwe,P3,-17.110511914119815,28.97194457508359
3174,10436,CHADA,Masvingo,Primary,Bikita,P3,-20.124291914119812,31.76099457508359
930,2985,KUFAKWATENZI,Manicaland,Primary,Buhera,P3,-19.929571914119812,32.2973845750836
5179,16494,VUNGU COUNCIL,Midlands,Primary,Gweru,P3,-19.404741914119814,29.45777457508359
3995,12387,ZIGA,Matabeleland North,Primary,Tsholotsho,P3,-19.218461914119814,27.45009457508359
2879,9106,ZVENGOMA PRIMARY,Mashonaland West,Primary,Hurungwe,P3,-17.116501914119812,29.13300457508359
5306,16628,MAWISA,Midlands,Primary,Gokwe South,P3,-18.402651914119815,28.38456457508359
4198,12594,SIGONDE,Matabeleland North,Primary,Umguza,P3,-19.501091914119815,28.25522457508359
4761,14464,RANGEMORE,Matabeleland South,Primary,Insiza,P3,-20.170111914119815,29.49025457508359
3379,10718,CHEHAYA PRIMARY,Masvingo,Primary,Chivi,P3,-20.864871914119814,30.76879457508359
3727,12019,THEMBISO CHILDREN'S HOME,Bulawayo,Primary,Khami,P2,-20.113581914119813,28.50527457508359
2852,9076,HILLTOP ,Mashonaland West,Primary,Hurungwe,P3,-16.566631914119814,29.56657457508359
