,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
329,2306,MAVHUDZI,Manicaland,Primary,Makoni,P3,-18.769431914119814,31.93669457508359
1206,4250,NEGOMO,Mashonaland Central,Primary,Guruve,P3,-16.514701914119815,30.74701457508359
2446,8364,CHIDZIMAMOTO,Mashonaland West,Primary,Hurungwe,P3,-16.973911914119814,29.34873457508359
1575,6174,RUKUNGUHWE,Mashonaland East,Primary,Murehwa,P3,-17.576561914119814,31.78529457508359
382,2366,CHATINDO BUHERA,Manicaland,Primary,Buhera,P3,-19.226211914119812,31.43124457508359
4147,12540,KENYANDAVU PRIMARY,Matabeleland North,Primary,Lupane,P3,-18.317791914119812,27.965884575083592
2172,7042,KURIMA,Mashonaland East,Primary,Chikomba,P3,-18.735131914119815,30.66114457508359
754,2791,INYATI MINE,Manicaland,Primary,Makoni,P3,-18.231911914119813,32.2425845750836
4099,12492,KAMATIVI,Matabeleland North,Primary,Hwange,P3,-18.309461914119815,27.040674575083592
2010,6698,ST COLUMBUS,Mashonaland East,Primary,Murehwa,P3,-18.004361914119812,31.824464575083592
3350,10688,KURAI PRIMARY,Masvingo,Primary,Gutu,P3,-19.765141914119813,31.81542457508359
611,2645,NEW YEARS GIFT,Manicaland,Primary,Chipinge,P3,-20.086731914119813,32.55338457508359
1112,4143,MUTONDWE,Mashonaland Central,Primary,Mt. Darwin,P3,-16.732791914119815,31.68427457508359
3742,12038,ST MARY,Matabeleland North,Primary,Hwange,P3,-18.367301914119814,26.60915457508359
5603,17936,CHISHUKU,Midlands,Primary,Chirumanzu,P3,-19.301591914119815,30.30961457508359
922,2977,RUJEKO,Manicaland,Primary,Makoni,P2,-18.550481914119814,32.09918457508359
2936,10195,MONDO PRIMARY,Masvingo,Primary,Gutu,P3,-19.470421914119814,31.53682457508359
4015,12407,NGAMO,Matabeleland North,Primary,Tsholotsho,P3,-19.137171914119815,27.44170457508359
2982,10241,DENGA ,Masvingo,Primary,Chivi,P3,-20.158001914119815,30.39867457508359
87,1105,SELBORNE ROUTLEDGE,Harare,Primary,Warren Park Mabelreign,P1,-17.825971914119815,31.01362457508359
4259,12694,MGOQO,Bulawayo,Primary,Mzilikazi,P2,-20.186091914119814,28.478934575083592
928,2983,MARAMBANYIKA,Manicaland,Primary,Buhera,P3,-19.513211914119815,31.96734457508359
3377,10716,CHIGUMISIRWA,Masvingo,Primary,Bikita,P3,-20.080481914119815,31.832354575083592
452,2458,MWANDIAMBIRA,Manicaland,Primary,Mutare,P3,-19.233791914119813,32.4633945750836
4533,14150,MAPATE,Matabeleland South,Primary,Gwanda,P3,-21.589561914119813,28.92757457508359
4964,16100,NHEMA ST FRANCIS,Midlands,Primary,Shurugwi,P3,-19.611131914119813,30.21434457508359
4336,12787,MOLO,Matabeleland North,Primary,Bubi,P3,-19.111531914119812,28.136584575083592
664,2700,MURINDASHAKA,Manicaland,Primary,Makoni,P3,-17.823921914119815,32.47524457508359
3485,10840,BENZI,Masvingo,Primary,Chiredzi,P3,-21.095601914119815,32.0003045750836
4110,12503,MATHENDELE,Matabeleland North,Primary,Nkayi,P3,-19.024391914119814,28.83651457508359
1404,4471,KANONGO,Mashonaland Central,Primary,Mbire,P3,-16.100571914119815,30.55455457508359
1877,6558,MARUMBI,Mashonaland East,Primary,Hwedza,P3,-19.058541914119814,31.84171457508359
4275,12714,NGWALONGWALO ,Bulawayo,Primary,Khami,P2,-20.168441914119814,28.47403457508359
5487,16845,SHUMBASHAVA,Midlands,Primary,Mberengwa,P3,-20.875521914119815,30.18785457508359
4463,14079,NKWALINI,Matabeleland South,Primary,Insiza,P3,-20.466601914119813,29.46925457508359
3648,11037,RATIDZO ZVIDOZVEVANHU,Masvingo,Primary,Chiredzi,P3,-20.940351914119812,31.65351457508359
1869,6550,MTORO,Mashonaland East,Primary,Chikomba,P3,-18.830801914119814,31.06923457508359
5455,16811,SIZANANI,Midlands,Primary,Gokwe South,P3,-18.375401914119813,28.69381457508359
2417,8331,MASHUMA,Mashonaland West,Primary,Hurungwe,P3,-16.924541914119814,29.26418457508359
3855,12231,ZINAPI,Matabeleland North,Primary,Lupane,P3,-18.774631914119812,27.71639457508359
1006,3904,St. Bartholomew Chiware,Manicaland,Primary,Makoni,P3,-18.667671914119815,32.0185945750836
5250,16570,MANYEPA,Midlands,Primary,Gokwe South,P3,-18.160101914119814,28.52361457508359
1921,6605,MARIRA,Mashonaland East,Primary,Mutoko,P3,-17.518901914119812,32.34092457508359
575,2608,CHIKWARIRO,Manicaland,Primary,Mutare,P3,-19.324911914119813,32.26925457508359
3168,10430,ZIKI,Masvingo,Primary,Bikita,P3,-20.227241914119812,31.82851457508359
2541,8488,GATSHE GATSHE,Mashonaland West,Primary,Kariba,P3,-16.784611914119814,28.94553457508359
4292,12732,THETSHANENI ,Matabeleland North,Primary,Tsholotsho,P3,-20.064791914119812,27.83289457508359
2591,8543,CHEDOPE,Mashonaland West,Primary,Hurungwe,P3,-16.990541914119813,29.37820457508359
4377,12829,KOKOLOZA,Matabeleland North,Primary,Binga,P3,-18.196611914119813,27.85063457508359
3788,12093,RIVERSIDE STIMULATION CEN,Bulawayo,Primary,Imbizo,P1,-20.215901914119815,28.64580457508359
2490,8414,ZVIMHONJA,Mashonaland West,Primary,Hurungwe,P3,-17.035531914119815,29.193934575083592
5035,16182,MAHINDI,Midlands,Primary,Mberengwa,P3,-20.597281914119815,30.39183457508359
5606,17940,GOODHOPE,Midlands,Primary,Chirumanzu,P3,-19.362861914119815,30.69068457508359
253,2069,VENGERE ,Manicaland,Primary,Makoni,P3,-18.545331914119814,32.101594575083595
1638,6294,RUPANGE,Mashonaland East,Primary,Murehwa,P3,-17.577111914119815,31.65412457508359
1573,6082,RUFARO,Mashonaland East,Primary,Murehwa,P3,-18.054861914119815,31.967864575083592
3784,12087,NKULUMANE,Bulawayo,Primary,Mzilikazi,P2,-20.144581914119815,28.52532457508359
181,1258,BUDIRIRO  3,Harare,Primary,Glenview Mufakose,P2,-17.901511914119812,30.90931457508359
4532,14149,MNYABETSI,Matabeleland South,Primary,Gwanda,P3,-21.596931914119814,29.07331457508359
3851,12227,LUPANE,Matabeleland North,Primary,Lupane,P3,-18.919321914119813,27.72963457508359
3443,10783,TSHOVANI,Masvingo,Primary,Chiredzi,P2,-21.000421914119812,32.111934575083595
1577,6176,MUSHIPE,Mashonaland East,Primary,Chikomba,P3,-19.011401914119812,31.66545457508359
5077,16387,MAPIRAVANA,Midlands,Primary,Chirumanzu,P3,-19.472861914119814,30.47896457508359
1930,6615,BVUMBURA,Mashonaland East,Primary,Chikomba,P3,-19.146211914119814,31.21323457508359
2920,10179,MAZETESE,Masvingo,Primary,Mwenezi,P3,-21.059321914119813,30.27719457508359
5444,16800,SIMCHEMBU 11,Midlands,Primary,Gokwe North,P3,-17.395981914119815,28.154424575083592
1959,6645,ZHEN JE,Mashonaland East,Primary,Chikomba,P3,-19.069481914119812,31.29827457508359
3737,12031,FAIRBRIDGE ,Bulawayo,Primary,Reigate,P3,-20.161761914119815,28.57273457508359
2853,9077,HURUNGWE  (NYANGAHWE),Mashonaland West,Primary,Hurungwe,P3,-16.472011914119815,29.58077457508359
3584,10964,MAVAMBO,Masvingo,Primary,Mwenezi,P3,-21.014531914119814,30.64136457508359
503,2527,CHIRAMBA,Manicaland,Primary,Chimanimani,P3,-19.569321914119815,32.5910545750836
4788,14492,MASOTSHA,Matabeleland South,Primary,Bulilima,P3,-20.370121914119814,28.30046457508359
4865,14591,SIBUNDILE,Matabeleland South,Primary,Matobo,P3,-20.687841914119815,28.59535457508359
5452,16808,CHEMBA,Midlands,Primary,Gokwe South,P3,-18.485281914119813,28.21976457508359
1470,5142,PANHOWE,Mashonaland Central,Primary,Mazowe,P3,-17.607881914119815,30.85735457508359
1591,6191,NZUMA ST HELEN,Mashonaland East,Primary,Chikomba,P3,-19.011261914119814,31.38909457508359
4965,16101,MAGUMISE,Midlands,Primary,Shurugwi,P3,-19.554141914119814,30.23168457508359
4026,12418,DINGANI,Matabeleland North,Primary,Hwange,P3,-18.531411914119815,26.87134457508359
671,2707,MWADEWEKUNZE,Manicaland,Primary,Mutare,P3,-19.274251914119812,32.486754575083594
4212,12621,MATHAMBO ,Matabeleland North,Primary,Lupane,P3,-19.146571914119814,28.16166457508359
3758,12056,KUMALO,Bulawayo,Primary,Bulawayo Central,P1,-20.160021914119813,28.60715457508359
1649,6305,CHITATE,Mashonaland East,Primary,Murehwa,P3,-17.685871914119815,31.86992457508359
33,1037,GLEN VIEW 2,Harare,Primary,Glenview Mufakose,P2,-17.908051914119813,30.937164575083592
2788,9004,NDARE,Mashonaland West,Primary,Zvimba,P3,-17.162801914119814,30.42847457508359
964,3020,CHEGORE,Manicaland,Primary,Mutare,P3,-19.290381914119813,32.290144575083595
2545,8492,BUMBE,Mashonaland West,Primary,Mhondoro Ngezi,P3,-18.596011914119813,30.40428457508359
3495,10850,BARAMANZA,Masvingo,Primary,Zaka,P3,-20.330881914119814,31.10119457508359
1261,4312,BELGOWNIE,Mashonaland Central,Primary,Mazowe,P3,-17.528931914119813,30.85676457508359
4287,12727,MAKOKOMBA PRY,Matabeleland North,Primary,Umguza,P3,-19.860441914119814,28.17756457508359
2148,6950,KUTSOKODEKA ,Mashonaland East,Primary,UMP,P3,-17.110521914119815,31.84385457508359
2836,9057,SLAUGHTER,Mashonaland West,Primary,Makonde,P3,-17.188341914119814,29.86897457508359
3649,11038,RATIDZO KUBATANA,Masvingo,Primary,Chiredzi,P3,-20.984261914119813,31.57292457508359
5484,16841,DAMBAMAZURA,Midlands,Primary,Gokwe North,P3,-17.471211914119813,28.71389457508359
1461,5132,HARIANA,Mashonaland Central,Primary,Mazowe,P3,-17.100571914119815,30.86476457508359
2088,6794,ST MICHAEL,Mashonaland East,Primary,Goromonzi,P3,-18.076481914119814,31.24308457508359
708,2744,MANGATU,Manicaland,Primary,Mutare,P3,-19.472631914119813,32.40544457508359
5131,16442,MURANDU,Midlands,Primary,Gokwe South,P3,-18.049451914119814,29.06410457508359
2357,8263,NYAMASHESHA,Mashonaland West,Primary,Chegutu,P3,-18.533601914119814,30.72345457508359
4975,16111,GOKWE ST AGNES,Midlands,Primary,Gokwe South,P2,-18.213871914119814,28.97450457508359
1896,6577,NYAMANDE,Mashonaland East,Primary,Mudzi,P3,-17.220021914119812,32.698474575083594
5451,16807,SOMOZA,Midlands,Primary,Kwekwe,P3,-18.837811914119815,29.16701457508359
233,2027,GAZA,Manicaland,Primary,Chipinge,P2,-20.196061914119813,32.628414575083596
684,2720,CHAPANDUKA,Manicaland,Primary,Buhera,P3,-19.690441914119813,32.14375457508359
3547,10902,CHISHINYA,Masvingo,Primary,Chiredzi,P3,-22.175271914119815,31.354494575083592
850,2891,HANGAIWA,Manicaland,Primary,Makoni,P3,-17.829021914119814,32.22703457508359
4726,14429,MALIBENG,Matabeleland South,Primary,BeitBridge,P3,-21.835201914119814,29.26576457508359
2393,8302,MURIEL MINE,Mashonaland West,Primary,Zvimba,P3,-17.241031914119812,30.58387457508359
2064,6767,CHIHORO,Mashonaland East,Primary,Seke,P3,-18.515611914119813,30.96874457508359
2265,8115,GAMBIZA,Mashonaland West,Primary,Sanyati,P3,-17.932051914119814,29.39536457508359
612,2646,RATELSHOEK,Manicaland,Primary,Chipinge,P3,-20.253041914119812,32.7858545750836
3858,12234,KWESEMVUBU,Matabeleland North,Primary,Lupane,P3,-18.816231914119815,28.21961457508359
4326,12776,BATTLEFIELDS,Matabeleland North,Primary,Bubi,P3,-19.902501914119814,28.78922457508359
2043,6746,GANYAMBADZE,Mashonaland East,Primary,Mutoko,P3,-17.495431914119813,31.992894575083593
4591,14279,NKEDILE,Matabeleland South,Primary,Mangwe,P3,-21.202091914119812,27.933694575083592
2288,8156,CAM AND MOTOR,Mashonaland West,Primary,Mhondoro Ngezi,P2,-18.314951914119813,29.96295457508359
4097,12490,SIKUMBI,Matabeleland North,Primary,Hwange,P3,-18.004051914119813,26.16020457508359
1077,4049,BATSIRANAI,Mashonaland Central,Primary,Shamva,P3,-17.114461914119815,31.680314575083592
3422,10762,MKWASINE,Masvingo,Primary,Chiredzi,P3,-20.830461914119812,31.868574575083592
4779,14483,CHASWINGO,Matabeleland South,Primary,BeitBridge,P3,-22.048831914119813,30.501264575083592
442,2448,ZAMBUKO,Manicaland,Primary,Makoni,P3,-18.899971914119813,31.997824575083587
5059,16206,MPANDASHANGO,Midlands,Primary,Mberengwa,P3,-20.790601914119815,30.11300457508359
2433,8349,NYABANGO,Mashonaland West,Primary,Sanyati,P3,-17.810011914119812,29.46809457508359
1559,6024,MT ST MARYS,Mashonaland East,Primary,Hwedza,P3,-18.733451914119815,31.67133457508359
3408,10748,UTSINDA ,Masvingo,Primary,Chivi,P3,-20.216361914119812,30.370164575083592
5053,16200,MAKUVA  ,Midlands,Primary,Mberengwa,P3,-20.895271914119814,30.05906457508359
2285,8153,ST ANDREW'S CHIPASHU,Mashonaland West,Primary,Chegutu,P3,-18.286011914119815,30.555134575083592
2845,9069,DESIST,Mashonaland West,Primary,Hurungwe,P3,-17.203481914119813,29.56361457508359
2273,8140,ST BARNABAS CHIRAU,Mashonaland West,Primary,Zvimba,P3,-17.633531914119814,30.09668457508359
3956,12346,LUPOTE,Matabeleland North,Primary,Hwange,P3,-18.513201914119815,26.95805457508359
1288,4343,PIMENTO PARK,Mashonaland Central,Primary,Bindura,P2,-17.316601914119815,31.18121457508359
804,2841,ZVEKARE,Manicaland,Primary,Buhera,P3,-19.566561914119813,31.89881457508359
244,2048,JOHN COWIE,Manicaland,Primary,Makoni,P1,-18.535041914119812,32.114804575083596
852,2895,NDAPETWA,Manicaland,Primary,Chimanimani,P3,-19.847611914119813,32.575784575083595
2928,10187,GONYE ,Masvingo,Primary,Gutu,P3,-19.679721914119813,31.41392457508359
2738,8953,WESTVIEW,Mashonaland West,Primary,Sanyati,P2,-18.332041914119813,29.88352457508359
3042,10301,MUKOROVERWA,Masvingo,Primary,Gutu,P3,-19.569111914119812,31.130014575083592
2398,8307,MUDZIMU,Mashonaland West,Primary,Hurungwe,P3,-17.091871914119814,29.30792457508359
3079,10338,MUTYA PRIMARY,Masvingo,Primary,Masvingo,P3,-20.292801914119813,31.05561457508359
4247,12682,MASIYEPHAMBILI,Bulawayo,Primary,Imbizo,P1,-20.172581914119814,28.624674575083592
66,1077,MUTASA  ,Harare,Primary,High Glen,P2,-17.902371914119815,30.97307457508359
191,1268,KUWANGIRA  ,Harare,Primary,High Glen,P3,-17.893361914119815,30.97619457508359
3504,10859,MAREGEDZE,Masvingo,Primary,Gutu,P3,-19.601361914119813,31.18611457508359
566,2599,CHIRONGA,Manicaland,Primary,Makoni,P3,-18.508331914119815,31.96677457508359
906,2961,MATIKWA,Manicaland,Primary,Chipinge,P3,-20.813861914119812,32.259234575083596
2306,8200,GAVAZA,Mashonaland West,Primary,Chegutu,P3,-18.423261914119813,30.59153457508359
887,2942,PFUMOIGURU,Manicaland,Primary,Makoni,P3,-18.133381914119813,32.198634575083595
4554,14171,SWEREKI,Matabeleland South,Primary,BeitBridge,P3,-21.862641914119813,29.41044457508359
4098,12491,BINGA PRIMARY,Matabeleland North,Primary,Binga,P3,-17.622421914119812,27.34179457508359
4840,14558,MINDA,Matabeleland South,Primary,Matobo,P2,-21.069961914119812,28.444404575083592
2146,6946,BWANYA,Mashonaland East,Primary,Mutoko,P3,-17.381431914119812,32.4203245750836
1357,4422,TSAMVI,Mashonaland Central,Primary,Mt. Darwin,P3,-16.731961914119815,31.40768457508359
1635,6291,KAMBARAMI,Mashonaland East,Primary,Murehwa,P3,-17.629051914119813,31.72081457508359
1411,4482,MUTEMAKUNGU,Mashonaland Central,Primary,Muzarabani,P3,-16.343481914119813,31.34404457508359
882,2937,NGWENA,Manicaland,Primary,Makoni,P3,-17.845871914119815,32.3576445750836
2313,8209,ST GABRIEL NYUNDO,Mashonaland West,Primary,Chegutu,P3,-18.348951914119812,30.63624457508359
3514,10869,RUTEDZE PRIMARY,Masvingo,Primary,Chivi,P3,-20.178391914119814,30.24936457508359
3189,10452,MARONGERE PRIMARY,Masvingo,Primary,Masvingo,P3,-19.747401914119813,30.85848457508359
4363,12815,TAME,Matabeleland North,Primary,Bubi,P3,-19.437171914119812,28.93589457508359
4152,12545,NDAMULENI ,Matabeleland North,Primary,Lupane,P3,-18.933231914119812,27.93387457508359
5394,16718,CHARAMA,Midlands,Primary,Gokwe South,P3,-18.054571914119812,28.40862457508359
1923,6607,CHIKUKWA,Mashonaland East,Primary,Mutoko,P3,-17.289271914119812,32.54385457508359
475,2491,MUNDENDA,Manicaland,Primary,Mutasa,P3,-18.801441914119813,32.547444575083595
1284,4339,STORIS GOLDEN SHAFT,Mashonaland Central,Primary,Mazowe,P3,-17.520241914119815,30.93129457508359
1735,6412,PARIREWA,Mashonaland East,Primary,Goromonzi,P3,-17.570631914119815,31.16135457508359
5159,16470,SIBOLISE,Midlands,Primary,Shurugwi,P3,-19.560111914119812,30.16514457508359
2740,8955,LUWANA PRIMARY ,Mashonaland West,Primary,Sanyati,P3,-18.363661914119813,29.68059457508359
2807,9026,DOMA SAFARI,Mashonaland West,Primary,Makonde,P3,-16.442631914119815,30.05791457508359
1800,6479,KUDYARAWANZA,Mashonaland East,Primary,Seke,P3,-18.071361914119812,31.07167457508359
4425,14041,TSHONGWE,Matabeleland South,Primary,Gwanda,P3,-21.285131914119813,28.79891457508359
2553,8500,CHIEDZA,Mashonaland West,Primary,Sanyati,P3,-18.117741914119815,29.42987457508359
4673,14376,MAYEMBE,Matabeleland South,Primary,Bulilima,P3,-20.175491914119814,27.964754575083592
5560,17034,ZVOI,Midlands,Primary,Zvishavane,P3,-20.246181914119813,30.09983457508359
2099,6806,MASUNZWA,Mashonaland East,Primary,UMP,P3,-16.790491914119812,32.374184575083596
40,1044,GREENGROVE,Harare,Primary,Mabvuku Tafara,P1,-17.832851914119814,31.109194575083592
2675,8637,TATEGURU,Mashonaland West,Primary,Makonde,P3,-16.919851914119814,30.029424575083592
5519,16889,DOHWA (MHONDONGORI),Midlands,Primary,Zvishavane,P3,-20.277131914119813,29.77560457508359
3620,11005, BASI,Masvingo,Primary,Chiredzi,P3,-21.084361914119814,31.23523457508359
2307,8201,ST KIZITO MAKAURE,Mashonaland West,Primary,Chegutu,P3,-18.474411914119813,30.62389457508359
2429,8344,KAVAYA,Mashonaland West,Primary,Hurungwe,P3,-17.199201914119815,29.366224575083592
2127,6915,CHINGAMUKA,Mashonaland East,Primary,Mudzi,P3,-16.863181914119814,32.54396457508359
411,2395,NESHAVA PRIMARY,Manicaland,Primary,Buhera,P3,-19.257941914119815,31.67664457508359
3309,10647,GOMO PRIMARY,Masvingo,Primary,Chivi,P3,-20.179561914119812,30.152924575083592
1052,3954,GOKORO,Manicaland,Primary,Buhera,P3,-19.195421914119812,31.51266457508359
405,2389,NDAWANA PRIMARY,Manicaland,Primary,Buhera,P3,-19.152361914119815,31.53687457508359
3505,10860,UTEKE,Masvingo,Primary,Bikita,P3,-20.184721914119812,31.96226457508359
2299,8192,KATSVAMUTIMA,Mashonaland West,Primary,Zvimba,P3,-17.861471914119814,30.237934575083592
5043,16190,CHIWARA,Midlands,Primary,Mberengwa,P3,-20.745101914119815,30.33604457508359
2933,10192,MACHINGAMBI,Masvingo,Primary,Gutu,P3,-19.493301914119815,31.46202457508359
2573,8520,CHIBARA,Mashonaland West,Primary,Hurungwe,P3,-16.593981914119812,29.89478457508359
3861,12239,MAKHOVULA,Matabeleland North,Primary,Lupane,P3,-18.922101914119814,27.85645457508359
118,1140,SIR WILFRED ANSON,Harare,Primary,Mbare Hatfield,P2,-17.848711914119814,31.09196457508359
4495,14112,WABAYI,Matabeleland South,Primary,Gwanda,P3,-20.707351914119812,28.790024575083592
834,2871,MAREWO,Manicaland,Primary,Mutare,P3,-19.317031914119813,32.232414575083595
1238,4286,MANAME,Mashonaland Central,Primary,Rushinga,P3,-16.520681914119812,31.93494457508359
740,2777,MABHIZA PRIMARY,Manicaland,Primary,Chipinge,P3,-20.716711914119813,32.25615457508359
1128,4163,CHAWANDA,Mashonaland Central,Primary,Mt. Darwin,P3,-16.735601914119815,31.65284457508359
2997,10256,MADZIVIRE,Masvingo,Primary,Chivi,P3,-20.814621914119815,30.77606457508359
5100,16410,GURAMATUNHU,Midlands,Primary,Chirumanzu,P3,-19.632961914119814,30.44601457508359
1613,6214,ST MARTIN,Mashonaland East,Primary,Marondera,P3,-18.377711914119814,31.69883457508359
1936,6622,SOWA,Mashonaland East,Primary,UMP,P3,-17.017981914119815,32.14418457508359
855,2909,PEDZISAI,Manicaland,Primary,Buhera,P3,-19.669751914119814,31.86674457508359
5561,17036,MAMHANGWA,Midlands,Primary,Gokwe South,P3,-17.695601914119813,28.53921457508359
2520,8447,UMZURURU,Mashonaland West,Primary,Zvimba,P3,-17.756121914119813,30.75882457508359
4641,14343,SIMBUMBUMBU,Matabeleland South,Primary,Gwanda,P3,-20.754741914119812,28.755764575083592
1825,6505,SADZA,Mashonaland East,Primary,Chikomba,P3,-18.883151914119814,31.44726457508359
370,2354,MUSHARU,Manicaland,Primary,Mutare,P3,-19.213811914119812,32.216944575083595
4171,12564,CHUUZYA PRIMARY,Matabeleland North,Primary,Binga,P3,-18.067651914119814,27.88702457508359
4179,12572,KAMOMBO PRIMARY,Matabeleland North,Primary,Binga,P3,-18.470511914119815,27.36792457508359
212,1407,ST MARY'S EARLY LEARNING ,Harare,Primary,Chitungwiza,P2,-17.999781914119815,31.04671457508359
1456,5127,CHADDESLEY,Mashonaland Central,Primary,Mazowe,P3,-17.278471914119812,30.78863457508359
651,2686,MAPONDE,Manicaland,Primary,Mutare,P3,-19.320571914119814,32.19432457508359
3384,10723,TURGWI,Masvingo,Primary,Bikita,P3,-20.337141914119815,31.70671457508359
1960,6646,MATIRIGE,Mashonaland East,Primary,Chikomba,P3,-18.668731914119814,31.33791457508359
3834,12140,ST. WILFRED,Matabeleland North,Primary,Tsholotsho,P3,-19.528931914119813,27.07000457508359
4125,12518,MAHLOTOVA PRIMARY,Matabeleland North,Primary,Umguza,P3,-19.799991914119815,28.451624575083592
1121,4153,MUPFURUDZI,Mashonaland Central,Primary,Shamva,P3,-17.061631914119815,31.381984575083592
593,2627,CHIKUKWA,Manicaland,Primary,Chimanimani,P3,-19.690501914119814,32.91430457508359
878,2933,MAGADZIRE PRIMARY,Manicaland,Primary,Nyanga,P3,-18.195211914119813,32.950534575083594
1783,6462,ANDERSON,Mashonaland East,Primary,Hwedza,P3,-18.988151914119815,31.90763457508359
320,2286,CHIRARWE,Manicaland,Primary,Mutasa,P3,-18.528331914119814,32.59639457508359
4254,12689,SIGOMBE,Bulawayo,Primary,Mzilikazi,P2,-20.186671914119813,28.49946457508359
5599,17932,BARU KUSHINGA PRIMARY,Midlands,Primary,Chirumanzu,P3,-19.007621914119813,30.53780457508359
2435,8351,SENGWE,Mashonaland West,Primary,Hurungwe,P3,-16.901831914119814,29.19938457508359
3822,12127,GOMOZA,Matabeleland North,Primary,Lupane,P3,-18.726781914119815,28.19783457508359
2286,8154,ST LUCY MUKARATI,Mashonaland West,Primary,Mhondoro Ngezi,P3,-18.549331914119815,30.47062457508359
4114,12507,MAXIM HILL PRIMARY,Matabeleland North,Primary,Umguza,P3,-20.051661914119812,28.72588457508359
3276,10614,CHIDYAMAKONO  PRIMARY,Masvingo,Primary,Chivi,P3,-20.257501914119814,30.30086457508359
1786,6465,GUMBONZVANDA,Mashonaland East,Primary,Hwedza,P3,-18.695411914119813,31.67026457508359
2047,6750,TONGOGARA,Mashonaland East,Primary,Mutoko,P3,-17.633361914119813,32.074264575083596
1552,6008,BEATRICE GOVERNMENT,Mashonaland East,Primary,Seke,P3,-17.929901914119814,30.95634457508359
2116,6833,CHIRINDA,Mashonaland East,Primary,Murehwa,P3,-17.945061914119815,31.97575457508359
4317,12767,SYDNEY MALUNGA,Matabeleland North,Primary,Tsholotsho,P3,-19.999051914119814,27.97306457508359
5095,16405,MBOMBELA ST MICHAELS,Midlands,Primary,Kwekwe,P3,-18.910651914119814,29.05892457508359
2760,8975,LINCOLN,Mashonaland West,Primary,Mhondoro Ngezi,P3,-18.391111914119815,30.02579457508359
2460,8380,MAROWA KRAAL,Mashonaland West,Primary,Chegutu,P3,-18.179771914119815,30.65041457508359
2605,8558,DZIKAMIDZI,Mashonaland West,Primary,Zvimba,P3,-17.866161914119814,30.11751457508359
4764,14467,MATULUNGUNDU,Matabeleland South,Primary,Gwanda,P3,-21.580321914119814,28.88614457508359
5160,16471,TUMBA,Midlands,Primary,Shurugwi,P3,-19.711861914119815,30.20309457508359
2569,8516,CHITENJE,Mashonaland West,Primary,Hurungwe,P3,-16.613971914119812,29.78968457508359
2976,10235,ZUNGA ,Masvingo,Primary,Chivi,P3,-20.744391914119813,30.825304575083592
4930,16036,SACRED HEART,Midlands,Primary,Gokwe South,P3,-18.546991914119815,28.50908457508359
400,2384,NDYARIMA,Manicaland,Primary,Buhera,P3,-19.503111914119813,31.695614575083592
1120,4152,MADZIWA  RURAL,Mashonaland Central,Primary,Shamva,P3,-16.921821914119814,31.51406457508359
1946,6632,MASHAMBAMUTO,Mashonaland East,Primary,Chikomba,P3,-18.982781914119812,31.21381457508359
2825,9044,MUSOROMUCHENA,Mashonaland West,Primary,Makonde,P3,-17.364901914119812,29.92098457508359
2730,8944,MUPFURE  PRIMARY,Mashonaland West,Primary,Chegutu,P3,-18.098431914119814,30.18774457508359
3726,12018,GEORGE SILUNDIKA ,Matabeleland North,Primary,Umguza,P3,-19.951841914119814,28.17877457508359
737,2774,ST JUDES PRY,Manicaland,Primary,Makoni,P3,-18.725141914119813,32.14810457508359
5201,16518,CHIREYA ST DOMINIS,Midlands,Primary,Gokwe North,P3,-17.525741914119813,28.59870457508359
1967,6654,THORNCROFT PARK,Mashonaland East,Primary,Goromonzi,P3,-17.897771914119815,31.24126457508359
4995,16135,UMLALA ,Midlands,Primary,Kwekwe,P3,-18.922231914119813,30.00176457508359
64,1075,MOFFAT,Harare,Primary,Mbare Hatfield,P3,-17.850061914119813,31.04166457508359
1444,5111,CHIDIKAMWEDZI PRI,Mashonaland Central,Primary,Muzarabani,P3,-16.805651914119814,30.94481457508359
4069,12461,JOSHUA MQABUKO NKOMO INTE,Bulawayo,Primary,Reigate,P3,-20.014851914119813,28.61310457508359
5041,16188,CHOMUNYAKA,Midlands,Primary,Mberengwa,P3,-20.724111914119813,30.16974457508359
4494,14111,TUDI NUMBER 1,Matabeleland South,Primary,Matobo,P3,-21.331021914119813,28.56607457508359
1614,6215,ST JOHN MAPFUMO,Mashonaland East,Primary,Goromonzi,P3,-17.755381914119813,31.18264457508359
3159,10421,NGONDYORE,Masvingo,Primary,Bikita,P3,-20.141281914119812,31.57721457508359
2120,6837,ARIEL,Mashonaland East,Primary,Goromonzi,P1,-17.867671914119814,31.27659457508359
2578,8525,MUNHONDO,Mashonaland West,Primary,Zvimba,P3,-17.649811914119812,30.47401457508359
3470,10825,GWAMANJOMA,Masvingo,Primary,Masvingo,P3,-20.552711914119815,30.96158457508359
4291,12731,CHAMABONDO,Matabeleland North,Primary,Hwange,P2,-18.074151914119813,25.73943
5378,16701,CHIDAMOYO,Midlands,Primary,Gokwe South,P3,-18.119231914119812,29.04953457508359
3571,10943,MAKUMIRE PRIMARY SCHOOL,Masvingo,Primary,Zaka,P3,-20.527481914119814,31.53254457508359
2021,6709,CHISVO,Mashonaland East,Primary,Mudzi,P3,-16.962231914119812,32.344764575083595
2025,6714,HATIDANI,Mashonaland East,Primary,Goromonzi,P3,-17.951251914119812,31.329064575083592
